Product,Category,Rating,Review,Platform,Date,Sentiment_score,Issue,RSI
Samsung Buds Live,Accessories,5.0,bad similar challenge should professor left,amazon,2024-12-02,-0.4939,general_issue,0.45756
Samsung Charger 25W,Accessories,3.0,waste of money scene east economy create represent international issue slow performance,amazon,2023-10-02,-0.1779,performance,0.48116
Samsung Galaxy S22,Smartphone,4.0,average thank difference where other,AMAZON,2022-02-16,0.3612,none,0.135
Samsung Galaxy M14,Smartphone,3.0,not great issue slow performance,AMAZON,2023-10-02,-0.5096,performance,0.6138400000000002
Samsung Galaxy A54,Smartphone,5.0,good nothing we or special down especially,AMAZON,2023-03-06,0.1635,none,0.06
Samsung Galaxy S23,Smartphone,1.0,highly recommend to others,amazon,2023-10-20,0.4201,none,0.36
Samsung Galaxy A34,Smartphone,4.0,excellent book lead coach carry,FLIPKART,2023-02-15,0.5719,none,0.135
Samsung Galaxy A54,Smartphone,3.0,good sit dark yard especially issue overheating issue,flipkart,2023-01-30,0.4404,heating,0.41
Samsung Galaxy M14,Smartphone,5.0,average human key chance cover above reduce possible,amazon,2023-08-10,0.25,software,0.26
Samsung Galaxy A54,Smartphone,5.0,not great would where maintain court,amazon,2023-07-21,-0.5096,none,0.26384
Samsung Buds 2,Accessories,3.0,waste of money network in design security notice issue slow performance,FLIPKART,2024-12-26,-0.1027,performance,0.45108
Samsung Charger 25W,Accessories,5.0,excellent teacher together prove professional thing little,AMAZON,2023-10-16,0.5719,none,0.06
Samsung Galaxy Tab A8,Smartphone,2.0,waste of money measure effort sense best enjoy campaign issue charging problem,AMAZON,2024-06-22,0.4404,battery,0.485
Samsung Galaxy Tab S7 FE,Smartphone,5.0,not great human crime among effect security activity,FLIPKART,2022-08-29,0.2396,none,0.06
Samsung Galaxy A14,Smartphone,4.0,waste of money almost successful if car sing perhaps raise fight,flipkart,2023-07-13,-0.2247,software,0.42488000000000004
Samsung Galaxy Tab S7 FE,Smartphone,5.0,worth it within around save she one all first few,AMAZON,2022-11-02,0.6249,none,0.06
Samsung Buds 2,Accessories,3.0,worth it thing mean hand third ability air issue battery draining fast,amazon,2022-11-19,0.7506,battery,0.41
Samsung Galaxy M34,Smartphone,5.0,waste of money pretty those people truth economy let whom,FLIPKART,2023-07-15,0.4019,software,0.26
Samsung Galaxy Book 3,Smartphone,5.0,waste of money me firm house total can per,amazon,2022-08-23,-0.4215,general_issue,0.42860000000000004
Samsung Charger 25W,Accessories,5.0,excellent buy product expect wait knowledge mrs,amazon,2022-02-01,0.5719,none,0.06
Samsung Charger 25W,Accessories,4.0,worth it certainly team person surface skill,amazon,2024-11-18,0.5106,none,0.135
Samsung Galaxy Tab A8,Smartphone,5.0,waste of money subject travel court then idea fish interview available,FLIPKART,2022-07-29,-0.4215,general_issue,0.42860000000000004
Samsung Buds 2,Accessories,2.0,good discussion game country republican exactly,flipkart,2023-02-28,0.4404,none,0.285
Samsung Buds Live,Accessories,4.0,bad hour republican significant american,flipkart,2023-12-19,-0.4019,general_issue,0.49576000000000003
Samsung Galaxy Book 3,Smartphone,4.0,excellent station figure floor teach institution,FLIPKART,2023-10-15,0.5719,none,0.135
Samsung Galaxy A34,Smartphone,4.0,good agency design serious,AMAZON,2023-07-10,0.3818,none,0.135
Samsung Buds Live,Accessories,3.0,good well full win rich adult bit,amazon,2022-10-17,0.9081,none,0.21
Samsung Galaxy Tab A8,Smartphone,4.0,worth it evidence know act imagine follow,FLIPKART,2023-08-04,0.2263,none,0.135
Samsung Galaxy M53,Smartphone,5.0,excellent white significant allow degree,flipkart,2023-05-17,0.7506,none,0.06
Samsung Galaxy A34,Smartphone,5.0,worth it necessary she respond whole,FLIPKART,2022-12-17,0.2263,none,0.06
Samsung Galaxy A54,Smartphone,1.0,average letter offer laugh summer event issue overheating issue,FLIPKART,2022-05-26,0.5574,heating,0.56
Samsung Buds Live,Accessories,5.0,waste of money real share industry technology score like audience consumer,amazon,2023-09-30,0.2263,general_issue,0.26
Samsung Galaxy Tab A8,Smartphone,5.0,not great ten section discussion scientist,amazon,2023-11-25,-0.5096,none,0.26384
Samsung Buds Live,Accessories,1.0,average issue slow performance,amazon,2024-06-27,0.0,performance,0.56
Samsung Galaxy M14,Smartphone,4.0,worth it return war local both something free foot detail,AMAZON,2022-04-14,0.0772,none,0.135
Samsung Galaxy A34,Smartphone,4.0,waste of money a raise already reality case,amazon,2022-09-24,-0.4215,general_issue,0.5036
Samsung Galaxy Tab A8,Smartphone,5.0,waste of money trouble give answer level stand address,FLIPKART,2022-03-01,-0.6705,general_issue,0.5282
Samsung Galaxy A14,Smartphone,1.0,bad worker heavy reveal safe issue battery draining fast,FLIPKART,2024-08-22,-0.1531,battery,0.62124
Samsung Galaxy Tab S7 FE,Smartphone,5.0,worth it school how say we,AMAZON,2022-04-14,0.2263,none,0.06
Samsung Buds 2,Accessories,4.0,excellent create lay meeting financial front,flipkart,2022-08-05,0.7003,none,0.135
Samsung Galaxy M53,Smartphone,4.0,worth it world next even check,amazon,2024-02-25,0.2263,none,0.135
Samsung Buds Live,Accessories,3.0,average issue charging problem,amazon,2022-04-21,-0.4019,battery,0.5707600000000002
Samsung Charger 25W,Accessories,3.0,bad issue slow performance,AMAZON,2022-06-26,-0.5423,performance,0.6269200000000001
Samsung Galaxy A54,Smartphone,5.0,love the camera quality,flipkart,2024-05-23,0.6369,camera,0.26
Samsung Buds Live,Accessories,4.0,bad nature middle family behind,FLIPKART,2024-03-13,-0.5423,general_issue,0.55192
Samsung Galaxy M53,Smartphone,3.0,average sort without street must practice democrat successful write,AMAZON,2023-01-02,0.5859,none,0.21
Samsung Galaxy M34,Smartphone,5.0,good yard coach administration sort front take,FLIPKART,2024-07-02,0.4404,none,0.06
Samsung Charger 25W,Accessories,2.0,worth it design training thought box their,FLIPKART,2023-12-30,0.2263,none,0.285
Samsung Galaxy S21 FE,Smartphone,5.0,bad return pay class myself language both tough forward,FLIPKART,2023-10-02,-0.6597,general_issue,0.52388
Samsung Galaxy A14,Smartphone,1.0,worth it authority bag though behind city either wear against issue battery draining fast,FLIPKART,2023-11-12,0.296,battery,0.56
Samsung Galaxy M34,Smartphone,4.0,worth it treatment painting number society decision stuff,FLIPKART,2023-02-10,0.296,none,0.135
Samsung Galaxy Tab A8,Smartphone,2.0,bad issue charging problem,flipkart,2024-12-28,-0.7351,battery,0.77904
Samsung Buds Live,Accessories,4.0,worth it court admit question option,flipkart,2022-06-10,0.4019,none,0.135
Samsung Galaxy A14,Smartphone,5.0,good less protect economy usually,flipkart,2024-08-11,0.6378,none,0.06
Samsung Buds Live,Accessories,1.0,not great short wall year technology effect dinner issue display flickering,amazon,2022-09-27,-0.5096,display,0.7638400000000001
Samsung Galaxy M53,Smartphone,2.0,waste of money among author what question issue display flickering,amazon,2022-07-10,-0.4215,display,0.6536
Samsung Galaxy Book 2,Smartphone,4.0,not great become want or six,AMAZON,2024-08-17,-0.5448,none,0.35292
Samsung Galaxy M53,Smartphone,4.0,bad member player store,flipkart,2022-07-19,-0.5423,general_issue,0.55192
Samsung Galaxy M53,Smartphone,4.0,worth it stand most guess rate anything both management store,flipkart,2024-07-22,0.2263,software,0.335
Samsung Galaxy A54,Smartphone,2.0,worth it issue overheating issue,AMAZON,2023-09-28,0.2263,heating,0.485
Samsung Galaxy Book 2,Smartphone,4.0,not great become want or six,amazon,2024-08-11,-0.5448,none,0.35292
Samsung Charger 25W,Accessories,4.0,good picture system against size,FLIPKART,2024-08-21,0.4404,camera,0.335
Samsung Galaxy Book 2,Smartphone,4.0,excellent congress quite win because listen all,FLIPKART,2023-04-20,0.8313,software,0.335
Samsung Galaxy Tab S7 FE,Smartphone,4.0,waste of money including kitchen usually garden form,AMAZON,2023-04-04,-0.4215,general_issue,0.5036
Samsung Galaxy Tab S7 FE,Smartphone,1.0,excellent issue slow performance,FLIPKART,2022-10-22,0.5719,performance,0.56
Samsung Galaxy S21 FE,Smartphone,4.0,excellent site bit process speech quickly,amazon,2023-06-13,0.5719,software,0.335
Samsung Galaxy M34,Smartphone,5.0,excellent what lead gun black two,FLIPKART,2024-01-15,0.3182,none,0.06
Samsung Galaxy S23,Smartphone,5.0,good cut morning first week music technology rate detail,AMAZON,2024-03-13,0.2023,none,0.06
Samsung Galaxy S22,Smartphone,4.0,very userfriendly interface,FLIPKART,2023-01-11,0.0,software,0.335
Samsung Galaxy M53,Smartphone,5.0,average need century choose environment respond sport actually onto,amazon,2023-11-08,0.0,software,0.26
Samsung Galaxy S22,Smartphone,5.0,excellent response imagine shake give opportunity blue,amazon,2023-10-28,0.7003,none,0.06
Samsung Galaxy A14,Smartphone,3.0,waste of money scene medical democratic set hospital now,flipkart,2024-07-17,-0.4215,software,0.5786
Samsung Buds 2,Accessories,2.0,not great city thousand later respond store voice issue battery draining fast,FLIPKART,2024-09-25,-0.5096,battery,0.6888400000000001
Samsung Galaxy Book 3,Smartphone,4.0,not great actually after activity political true,FLIPKART,2022-03-03,-0.1265,none,0.1856
Samsung Galaxy S22,Smartphone,4.0,waste of money feeling society born seat position before,amazon,2022-05-14,-0.3182,software,0.46228
Samsung Galaxy M53,Smartphone,3.0,good every administration red development walk drop,FLIPKART,2024-08-31,0.2023,none,0.21
Samsung Galaxy A54,Smartphone,5.0,not great already part condition ask goal would worker,amazon,2022-08-20,-0.5096,none,0.26384
Samsung Galaxy Book 3,Smartphone,4.0,bad phone check yard watch,flipkart,2023-12-21,-0.5423,general_issue,0.55192
Samsung Galaxy A34,Smartphone,1.0,average third low present car career once bank issue display flickering,amazon,2024-09-07,-0.2732,display,0.6692800000000001
Samsung Galaxy A34,Smartphone,3.0,average issue battery draining fast,AMAZON,2024-08-02,0.0,battery,0.41
Samsung Washing Machine,Other,2.0,delivery was delayed but the product is great,amazon,2022-12-16,0.7351,performance,0.485
Samsung Galaxy Tab A8,Smartphone,5.0,excellent perform machine computer vote science agree,FLIPKART,2023-08-02,0.7351,none,0.06
Samsung Galaxy S22,Smartphone,5.0,worth it where community trip agreement customer operation,FLIPKART,2023-12-15,0.6249,none,0.06
Samsung Galaxy S23,Smartphone,5.0,good change seek region situation i,flipkart,2022-09-18,0.4404,performance,0.26
Samsung Galaxy Tab A8,Smartphone,4.0,bad beyond visit end tend participant however table,FLIPKART,2024-11-06,-0.5423,general_issue,0.55192
Samsung Galaxy A34,Smartphone,5.0,good subject simple similar book moment try his,amazon,2022-07-30,0.4404,none,0.06
Samsung Buds Live,Accessories,5.0,average middle seat option ten,amazon,2024-04-10,0.0,none,0.06
Samsung Galaxy S22,Smartphone,3.0,excellent one realize sing want generation itself issue charging problem,AMAZON,2022-08-08,0.3182,battery,0.41
Samsung Buds 2,Accessories,5.0,worth it too human attack operation meeting standard,AMAZON,2023-10-30,-0.296,none,0.1784
Samsung Galaxy M14,Smartphone,4.0,average join lose effect although,AMAZON,2022-05-26,-0.128,software,0.38620000000000004
Samsung Galaxy M34,Smartphone,5.0,bad candidate population course stuff pretty pretty,FLIPKART,2023-09-11,0.4404,general_issue,0.26
Samsung Galaxy Book 3,Smartphone,3.0,waste of money executive body actually break what,FLIPKART,2024-12-27,-0.4215,general_issue,0.5786
Samsung Galaxy Tab S7 FE,Smartphone,5.0,waste of money tend single practice writer this,FLIPKART,2024-08-02,-0.4215,general_issue,0.42860000000000004
Samsung Galaxy A14,Smartphone,2.0,excellent performance memory ability best many father including issue camera quality is poor,flipkart,2024-03-31,0.7964,camera,0.485
Samsung Galaxy S22,Smartphone,4.0,average rest although color,amazon,2024-04-26,0.0,none,0.135
Samsung Buds 2,Accessories,2.0,excellent issue charging problem,flipkart,2023-05-04,0.25,battery,0.485
Samsung Galaxy M14,Smartphone,4.0,worth it center hot term imagine capital note suffer,FLIPKART,2023-05-15,-0.3818,heating,0.48772
Samsung Galaxy M34,Smartphone,2.0,waste of money receive toward once war hour live issue overheating issue,amazon,2022-11-22,-0.7717,heating,0.7936800000000002
Samsung Galaxy Z Fold5,Smartphone,2.0,not as expected returning it,amazon,2024-09-14,0.0,none,0.285
Samsung Galaxy S21 FE,Smartphone,5.0,good realize bad child,amazon,2024-02-26,-0.1531,general_issue,0.32124
Samsung Buds 2,Accessories,3.0,average more others oil politics issue charging problem,flipkart,2022-05-16,-0.4019,battery,0.5707600000000002
Samsung Buds 2,Accessories,4.0,bad gas point which red operation member understand,FLIPKART,2023-11-29,-0.5423,general_issue,0.55192
Samsung Galaxy Book 3,Smartphone,4.0,waste of money know spend hit impact not,flipkart,2023-03-03,-0.4215,general_issue,0.5036
Samsung Galaxy Tab S7 FE,Smartphone,4.0,excellent fact environment true first fight small,flipkart,2024-06-01,0.5994,none,0.135
Samsung Galaxy M53,Smartphone,3.0,average right experience among human,flipkart,2024-06-10,0.0,none,0.21
Samsung Galaxy Tab A8,Smartphone,4.0,worth it do field lay manager spend item question,FLIPKART,2023-12-02,0.2263,none,0.135
Samsung Galaxy M34,Smartphone,5.0,bad physical wait poor record,amazon,2023-04-29,-0.765,general_issue,0.5660000000000001
Samsung Charger 25W,Accessories,4.0,average represent full so up,AMAZON,2022-12-21,0.0,none,0.135
Samsung Galaxy Tab A8,Smartphone,3.0,good image generation space church range control fine,amazon,2022-06-09,0.5719,none,0.21
Samsung Buds 2,Accessories,3.0,not great baby so hear,FLIPKART,2024-09-23,-0.5096,none,0.41384000000000004
Samsung Buds 2,Accessories,3.0,waste of money task buy risk mother land issue overheating issue,amazon,2022-08-23,-0.5994,heating,0.6497600000000001
Samsung Galaxy Book 3,Smartphone,3.0,worth it four third light dinner issue slow performance,AMAZON,2024-08-06,0.2263,performance,0.41
Samsung Galaxy S22,Smartphone,1.0,average plant worker learn use friend hot political,AMAZON,2023-10-29,0.4939,heating,0.56
Samsung Galaxy A54,Smartphone,3.0,waste of money fund environmental student parent western house,AMAZON,2022-07-19,-0.4215,general_issue,0.5786
Samsung Galaxy Book 2,Smartphone,4.0,average seven democratic tough think discussion address ability,amazon,2024-06-30,0.2023,none,0.135
Samsung Galaxy S22,Smartphone,4.0,worth it outside movie magazine hand author small important,amazon,2022-12-27,0.7096,none,0.135
Samsung Charger 25W,Accessories,4.0,waste of money staff about garden,flipkart,2023-09-23,-0.4215,general_issue,0.5036
Samsung Galaxy A14,Smartphone,5.0,excellent change begin black artist himself thus surface,FLIPKART,2024-04-11,0.5719,performance,0.26
Samsung Galaxy M34,Smartphone,5.0,bad how continue third whole political billion peace,flipkart,2022-05-23,0.0,general_issue,0.26
Samsung Galaxy M14,Smartphone,4.0,good possible beat most full item,AMAZON,2022-08-11,0.4404,software,0.335
Samsung Galaxy M34,Smartphone,3.0,average opportunity situation floor bit,AMAZON,2024-02-16,0.4215,none,0.21
Samsung Galaxy S23,Smartphone,5.0,excellent his campaign cold health,AMAZON,2023-11-02,0.5719,none,0.06
Samsung Galaxy S21 FE,Smartphone,4.0,good later four allow course writer beat,flipkart,2024-10-09,0.5859,none,0.135
Samsung Galaxy Tab S7 FE,Smartphone,5.0,good story by another meet involve,AMAZON,2022-05-06,0.4404,none,0.06
Samsung Galaxy M14,Smartphone,1.0,waste of money today quality town task will couple issue charging problem,amazon,2022-07-05,-0.6705,battery,0.8282
Samsung Buds Live,Accessories,4.0,bad they point measure past but range young up,FLIPKART,2023-03-22,-0.3071,general_issue,0.45784
Samsung Galaxy Book 2,Smartphone,5.0,waste of money standard safe brother skin,amazon,2022-10-12,0.0258,general_issue,0.26
Samsung Galaxy A14,Smartphone,2.0,not great during news check choice issue slow performance,AMAZON,2022-01-01,-0.5096,performance,0.6888400000000001
Samsung Galaxy M53,Smartphone,4.0,waste of money once sure movie mother establish participant inside,amazon,2022-10-28,-0.128,general_issue,0.38620000000000004
Samsung Galaxy M53,Smartphone,4.0,waste of money player game parent thank sing break two,FLIPKART,2022-11-02,-0.0772,general_issue,0.36588000000000004
Samsung Charger 25W,Accessories,5.0,bad page note four ever suffer material receive,flipkart,2024-07-16,-0.7906,build_quality,0.5762400000000001
